respondent_id,cohort,age_band,episode,score
R0160,Public bank,45-59,Make a payment,8
R0160,Public bank,45-59,Get support,5
R0160,Public bank,45-59,Apply for credit,6
R0161,Public bank,30-44,Open an account,5
R0161,Public bank,30-44,Make a payment,7
R0161,Public bank,30-44,Get support,8
R0161,Public bank,30-44,Apply for credit,4
R0162,Neobank / payments app,18-29,Open an account,9
R0162,Neobank / payments app,18-29,Make a payment,9
R0162,Neobank / payments app,18-29,Get support,8
R0162,Neobank / payments app,18-29,Apply for credit,7
R0163,Public bank,30-44,Open an account,5
R0163,Public bank,30-44,Make a payment,7
R0163,Public bank,30-44,Get support,8
R0163,Public bank,30-44,Apply for credit,8
R0164,Private bank,18-29,Open an account,8
R0164,Private bank,18-29,Make a payment,7
R0164,Private bank,18-29,Get support,8
R0164,Private bank,18-29,Apply for credit,5
R0165,Private bank,30-44,Open an account,7
R0165,Private bank,30-44,Make a payment,10
R0165,Private bank,30-44,Get support,7
R0165,Private bank,30-44,Apply for credit,7
R0166,Public bank,18-29,Open an account,6
R0166,Public bank,18-29,Make a payment,5
R0166,Public bank,18-29,Get support,6
R0166,Public bank,18-29,Apply for credit,6
R0167,Public bank,45-59,Open an account,5
R0167,Public bank,45-59,Make a payment,6
R0167,Public bank,45-59,Get support,7
R0167,Public bank,45-59,Apply for credit,6
R0168,Neobank / payments app,45-59,Open an account,10
R0168,Neobank / payments app,45-59,Make a payment,8
R0168,Neobank / payments app,45-59,Get support,3
R0168,Neobank / payments app,45-59,Apply for credit,9
R0169,Public bank,30-44,Open an account,6
R0169,Public bank,30-44,Make a payment,6
R0169,Public bank,30-44,Get support,10
R0169,Public bank,30-44,Apply for credit,9
R0170,Private bank,45-59,Open an account,4
R0170,Private bank,45-59,Make a payment,7
R0170,Private bank,45-59,Get support,10
R0170,Private bank,45-59,Apply for credit,7
R0171,Public bank,30-44,Open an account,6
R0171,Public bank,30-44,Make a payment,5
R0171,Public bank,30-44,Get support,6
R0171,Public bank,30-44,Apply for credit,7
R0172,Private bank,30-44,Open an account,7
R0172,Private bank,30-44,Make a payment,5
R0172,Private bank,30-44,Get support,10
R0172,Private bank,30-44,Apply for credit,10
R0173,Public bank,18-29,Open an account,8
R0173,Public bank,18-29,Make a payment,9
R0173,Public bank,18-29,Get support,10
R0173,Public bank,18-29,Apply for credit,5
R0174,Private bank,45-59,Open an account,6
R0174,Private bank,45-59,Make a payment,8
R0174,Private bank,45-59,Get support,9
R0174,Private bank,45-59,Apply for credit,7
R0175,Private bank,30-44,Open an account,7
R0175,Private bank,30-44,Make a payment,5
R0175,Private bank,30-44,Get support,8
R0175,Private bank,30-44,Apply for credit,5
R0176,Private bank,30-44,Open an account,6
R0176,Private bank,30-44,Make a payment,6
R0176,Private bank,30-44,Get support,6
R0176,Private bank,30-44,Apply for credit,8
R0177,Neobank / payments app,30-44,Open an account,10
R0177,Neobank / payments app,30-44,Make a payment,6
R0177,Neobank / payments app,30-44,Get support,9
R0177,Neobank / payments app,30-44,Apply for credit,7
R0178,Neobank / payments app,30-44,Open an account,8
R0178,Neobank / payments app,30-44,Make a payment,9
R0178,Neobank / payments app,30-44,Get support,9
R0178,Neobank / payments app,30-44,Apply for credit,7
R0179,Neobank / payments app,18-29,Open an account,9
R0179,Neobank / payments app,18-29,Make a payment,7
R0179,Neobank / payments app,18-29,Get support,4
R0179,Neobank / payments app,18-29,Apply for credit,8
R0180,Private bank,18-29,Open an account,6
R0180,Private bank,18-29,Make a payment,7
R0180,Private bank,18-29,Get support,10
R0180,Private bank,18-29,Apply for credit,3
R0181,Neobank / payments app,30-44,Open an account,8
R0181,Neobank / payments app,30-44,Make a payment,10
R0181,Neobank / payments app,30-44,Get support,7
R0181,Neobank / payments app,30-44,Apply for credit,8
R0182,Neobank / payments app,18-29,Open an account,10
R0182,Neobank / payments app,18-29,Make a payment,8
R0182,Neobank / payments app,18-29,Get support,4
R0182,Neobank / payments app,18-29,Apply for credit,9
R0183,Public bank,30-44,Open an account,2
R0183,Public bank,30-44,Make a payment,9
R0183,Public bank,30-44,Get support,7
R0183,Public bank,30-44,Apply for credit,10
R0184,Private bank,18-29,Open an account,7
R0184,Private bank,18-29,Make a payment,6
R0184,Private bank,18-29,Get support,8
R0184,Private bank,18-29,Apply for credit,9
R0185,Neobank / payments app,18-29,Open an account,10
R0185,Neobank / payments app,18-29,Make a payment,10
R0185,Neobank / payments app,18-29,Get support,6
R0185,Neobank / payments app,18-29,Apply for credit,7
R0186,Neobank / payments app,45-59,Open an account,10
R0186,Neobank / payments app,45-59,Make a payment,7
R0186,Neobank / payments app,45-59,Get support,10
R0186,Neobank / payments app,45-59,Apply for credit,8
R0187,Public bank,45-59,Open an account,7
R0187,Public bank,45-59,Make a payment,7
R0187,Public bank,45-59,Get support,2
R0187,Public bank,45-59,Apply for credit,3
R0188,Neobank / payments app,45-59,Open an account,8
R0188,Neobank / payments app,45-59,Make a payment,10
R0188,Neobank / payments app,45-59,Get support,7
R0188,Neobank / payments app,45-59,Apply for credit,4
R0189,Private bank,30-44,Open an account,9
R0189,Private bank,30-44,Make a payment,10
R0189,Private bank,30-44,Get support,7
R0189,Private bank,30-44,Apply for credit,8
R0190,Public bank,30-44,Open an account,2
R0190,Public bank,30-44,Make a payment,7
R0190,Public bank,30-44,Get support,8
R0190,Public bank,30-44,Apply for credit,7
R0191,Private bank,18-29,Open an account,5
R0191,Private bank,18-29,Make a payment,7
R0191,Private bank,18-29,Get support,8
R0191,Private bank,18-29,Apply for credit,7
R0192,Private bank,30-44,Open an account,6
R0192,Private bank,30-44,Make a payment,9
R0192,Private bank,30-44,Get support,3
R0192,Private bank,30-44,Apply for credit,4
R0193,Private bank,18-29,Open an account,10
R0193,Private bank,18-29,Make a payment,3
R0193,Private bank,18-29,Get support,7
R0193,Private bank,18-29,Apply for credit,8
R0194,Neobank / payments app,30-44,Open an account,7
R0194,Neobank / payments app,30-44,Make a payment,10
R0194,Neobank / payments app,30-44,Get support,3
R0194,Neobank / payments app,30-44,Apply for credit,8
R0195,Neobank / payments app,30-44,Open an account,10
R0195,Neobank / payments app,30-44,Make a payment,10
R0195,Neobank / payments app,30-44,Get support,6
R0195,Neobank / payments app,30-44,Apply for credit,9
R0196,Neobank / payments app,45-59,Open an account,8
R0196,Neobank / payments app,45-59,Make a payment,9
R0196,Neobank / payments app,45-59,Get support,9
R0196,Neobank / payments app,45-59,Apply for credit,5
R0197,Private bank,30-44,Open an account,8
R0197,Private bank,30-44,Make a payment,8
R0197,Private bank,30-44,Get support,5
R0197,Private bank,30-44,Apply for credit,9
R0198,Private bank,30-44,Open an account,10
R0198,Private bank,30-44,Make a payment,9
R0198,Private bank,30-44,Get support,6
R0198,Private bank,30-44,Apply for credit,5
R0199,Public bank,18-29,Open an account,8
R0199,Public bank,18-29,Make a payment,10
R0199,Public bank,18-29,Get support,6
R0199,Public bank,18-29,Apply for credit,6
R0200,Private bank,60+,Open an account,6
R0200,Private bank,60+,Make a payment,8
R0200,Private bank,60+,Get support,10
R0200,Private bank,60+,Apply for credit,10
R0201,Private bank,30-44,Open an account,10
R0201,Private bank,30-44,Make a payment,10
R0201,Private bank,30-44,Get support,9
R0201,Private bank,30-44,Apply for credit,6
R0202,Private bank,60+,Open an account,7
R0202,Private bank,60+,Make a payment,6
R0202,Private bank,60+,Get support,9
R0202,Private bank,60+,Apply for credit,7
R0203,Private bank,30-44,Open an account,8
R0203,Private bank,30-44,Make a payment,7
R0203,Private bank,30-44,Get support,7
R0203,Private bank,30-44,Apply for credit,8
R0204,Private bank,45-59,Open an account,8
R0204,Private bank,45-59,Make a payment,9
R0204,Private bank,45-59,Get support,8
R0204,Private bank,45-59,Apply for credit,7
R0205,Neobank / payments app,18-29,Open an account,10
R0205,Neobank / payments app,18-29,Make a payment,10
R0205,Neobank / payments app,18-29,Get support,7
R0205,Neobank / payments app,18-29,Apply for credit,9
R0206,Public bank,45-59,Open an account,6
R0206,Public bank,45-59,Make a payment,9
R0206,Public bank,45-59,Get support,5
R0206,Public bank,45-59,Apply for credit,5
R0207,Public bank,30-44,Open an account,6
R0207,Public bank,30-44,Make a payment,4
R0207,Public bank,30-44,Get support,8
R0207,Public bank,30-44,Apply for credit,4
R0208,Neobank / payments app,45-59,Open an account,7
R0208,Neobank / payments app,45-59,Make a payment,8
R0208,Neobank / payments app,45-59,Get support,7
R0208,Neobank / payments app,45-59,Apply for credit,9
R0209,Private bank,30-44,Open an account,9
R0209,Private bank,30-44,Make a payment,8
R0209,Private bank,30-44,Get support,6
R0209,Private bank,30-44,Apply for credit,9
R0210,Public bank,45-59,Open an account,8
R0210,Public bank,45-59,Make a payment,4
R0210,Public bank,45-59,Get support,10
R0210,Public bank,45-59,Apply for credit,10
R0211,Neobank / payments app,30-44,Open an account,7
R0211,Neobank / payments app,30-44,Make a payment,9
R0211,Neobank / payments app,30-44,Get support,7
R0211,Neobank / payments app,30-44,Apply for credit,10
R0212,Private bank,18-29,Open an account,8
R0212,Private bank,18-29,Make a payment,10
R0212,Private bank,18-29,Get support,10
R0212,Private bank,18-29,Apply for credit,10
R0213,Public bank,18-29,Open an account,10
R0213,Public bank,18-29,Make a payment,7
R0213,Public bank,18-29,Get support,5
R0213,Public bank,18-29,Apply for credit,6
R0214,Neobank / payments app,30-44,Open an account,10
R0214,Neobank / payments app,30-44,Make a payment,10
R0214,Neobank / payments app,30-44,Get support,9
R0214,Neobank / payments app,30-44,Apply for credit,7
R0215,Private bank,30-44,Open an account,8
R0215,Private bank,30-44,Make a payment,6
R0215,Private bank,30-44,Get support,7
R0215,Private bank,30-44,Apply for credit,9
R0216,Public bank,30-44,Open an account,6
R0216,Public bank,30-44,Make a payment,5
R0216,Public bank,30-44,Get support,8
R0216,Public bank,30-44,Apply for credit,6
R0217,Private bank,30-44,Open an account,5
R0217,Private bank,30-44,Make a payment,7
R0217,Private bank,30-44,Get support,7
R0217,Private bank,30-44,Apply for credit,4
R0218,Private bank,18-29,Open an account,5
R0218,Private bank,18-29,Make a payment,7
R0218,Private bank,18-29,Get support,7
R0218,Private bank,18-29,Apply for credit,3
R0219,Private bank,30-44,Open an account,6
R0219,Private bank,30-44,Make a payment,8
R0219,Private bank,30-44,Get support,8
R0219,Private bank,30-44,Apply for credit,9
R0220,Neobank / payments app,18-29,Open an account,10
R0220,Neobank / payments app,18-29,Make a payment,9
R0220,Neobank / payments app,18-29,Get support,4
R0220,Neobank / payments app,18-29,Apply for credit,7
R0221,Public bank,30-44,Open an account,5
R0221,Public bank,30-44,Make a payment,9
R0221,Public bank,30-44,Get support,7
R0221,Public bank,30-44,Apply for credit,6
R0222,Neobank / payments app,60+,Open an account,6
R0222,Neobank / payments app,60+,Make a payment,8
R0222,Neobank / payments app,60+,Get support,5
R0222,Neobank / payments app,60+,Apply for credit,10
R0223,Neobank / payments app,18-29,Open an account,10
R0223,Neobank / payments app,18-29,Make a payment,10
R0223,Neobank / payments app,18-29,Get support,8
R0223,Neobank / payments app,18-29,Apply for credit,7
R0224,Private bank,18-29,Open an account,6
R0224,Private bank,18-29,Make a payment,7
R0224,Private bank,18-29,Get support,8
R0224,Private bank,18-29,Apply for credit,3
R0225,Private bank,18-29,Open an account,7
R0225,Private bank,18-29,Make a payment,5
R0225,Private bank,18-29,Get support,5
R0225,Private bank,18-29,Apply for credit,6
R0226,Private bank,30-44,Open an account,6
R0226,Private bank,30-44,Make a payment,10
R0226,Private bank,30-44,Get support,6
R0226,Private bank,30-44,Apply for credit,6
R0227,Neobank / payments app,60+,Open an account,10
R0227,Neobank / payments app,60+,Make a payment,10
R0227,Neobank / payments app,60+,Get support,2
R0227,Neobank / payments app,60+,Apply for credit,7
R0228,Private bank,30-44,Open an account,10
R0228,Private bank,30-44,Make a payment,8
R0228,Private bank,30-44,Get support,7
R0228,Private bank,30-44,Apply for credit,9
R0229,Neobank / payments app,30-44,Open an account,9
R0229,Neobank / payments app,30-44,Make a payment,9
R0229,Neobank / payments app,30-44,Get support,4
R0229,Neobank / payments app,30-44,Apply for credit,8
R0230,Public bank,18-29,Open an account,4
R0230,Public bank,18-29,Make a payment,10
R0230,Public bank,18-29,Get support,7
R0230,Public bank,18-29,Apply for credit,2
R0231,Neobank / payments app,30-44,Open an account,9
R0231,Neobank / payments app,30-44,Make a payment,10
R0231,Neobank / payments app,30-44,Get support,7
R0231,Neobank / payments app,30-44,Apply for credit,4
R0232,Neobank / payments app,45-59,Open an account,7
R0232,Neobank / payments app,45-59,Make a payment,6
R0232,Neobank / payments app,45-59,Get support,6
R0232,Neobank / payments app,45-59,Apply for credit,7
R0233,Neobank / payments app,18-29,Open an account,7
R0233,Neobank / payments app,18-29,Make a payment,10
R0233,Neobank / payments app,18-29,Get support,7
R0233,Neobank / payments app,18-29,Apply for credit,4
R0234,Public bank,45-59,Open an account,7
R0234,Public bank,45-59,Make a payment,8
R0234,Public bank,45-59,Get support,8
R0234,Public bank,45-59,Apply for credit,8
R0235,Public bank,30-44,Open an account,3
R0235,Public bank,30-44,Make a payment,5
R0235,Public bank,30-44,Get support,5
R0235,Public bank,30-44,Apply for credit,8
R0236,Neobank / payments app,30-44,Open an account,10
R0236,Neobank / payments app,30-44,Make a payment,10
R0236,Neobank / payments app,30-44,Get support,5
R0236,Neobank / payments app,30-44,Apply for credit,7
R0237,Neobank / payments app,60+,Open an account,9
R0237,Neobank / payments app,60+,Make a payment,8
R0237,Neobank / payments app,60+,Get support,2
R0237,Neobank / payments app,60+,Apply for credit,10
R0238,Neobank / payments app,18-29,Open an account,8
R0238,Neobank / payments app,18-29,Make a payment,10
R0238,Neobank / payments app,18-29,Get support,7
R0238,Neobank / payments app,18-29,Apply for credit,4
R0239,Neobank / payments app,30-44,Open an account,7
R0239,Neobank / payments app,30-44,Make a payment,8
R0239,Neobank / payments app,30-44,Get support,6
R0239,Neobank / payments app,30-44,Apply for credit,8
R0240,Public bank,45-59,Open an account,8
R0240,Public bank,45-59,Make a payment,9
R0240,Public bank,45-59,Get support,5
R0240,Public bank,45-59,Apply for credit,7
R0241,Private bank,18-29,Open an account,7
R0241,Private bank,18-29,Make a payment,7
R0241,Private bank,18-29,Get support,8
R0241,Private bank,18-29,Apply for credit,6
R0242,Private bank,18-29,Open an account,7
R0242,Private bank,18-29,Make a payment,9
R0242,Private bank,18-29,Get support,6
R0242,Private bank,18-29,Apply for credit,7
R0243,Public bank,18-29,Open an account,5
R0243,Public bank,18-29,Make a payment,7
R0243,Public bank,18-29,Get support,8
R0243,Public bank,18-29,Apply for credit,5
R0244,Public bank,45-59,Open an account,7
R0244,Public bank,45-59,Make a payment,7
R0244,Public bank,45-59,Get support,7
R0244,Public bank,45-59,Apply for credit,9
R0245,Public bank,60+,Open an account,1
R0245,Public bank,60+,Make a payment,8
R0245,Public bank,60+,Get support,7
R0245,Public bank,60+,Apply for credit,8
R0246,Neobank / payments app,18-29,Open an account,6
R0246,Neobank / payments app,18-29,Make a payment,10
R0246,Neobank / payments app,18-29,Get support,9
R0246,Neobank / payments app,18-29,Apply for credit,5
R0247,Public bank,30-44,Open an account,6
R0247,Public bank,30-44,Make a payment,5
R0247,Public bank,30-44,Get support,6
R0247,Public bank,30-44,Apply for credit,8
R0248,Neobank / payments app,30-44,Open an account,6
R0248,Neobank / payments app,30-44,Make a payment,10
R0248,Neobank / payments app,30-44,Get support,5
R0248,Neobank / payments app,30-44,Apply for credit,6
